,emotion_tags,social_tags
Young Sweet Jones 2,"[('winter', 21), ('must-listen', 2), ('pop art', 57), ('autumnsongs', 66), ('sing along with me', 57), ('aterciopelados - no necesito', 67), ('cow', 14), ('immediatly grabbed my attention', 60), ('makes me a jolly little boy', 43), ('atlantic starr love crazy', 31)]","[('almost dissonant guitar', 42), ('soulrnb', 26), ('listen reaaaaally loud', 38), ('leccaciuffi', 98), ('amazingness', 99), ('to remember forever', 8), ('maar niet zo mooi als 2007', 47), ('drag queen', 7), ('philly local', 29), ('head-boppin', 55)]"
Comeback Season,"[('winter', 67), ('must-listen', 51), ('pop art', 18), ('autumnsongs', 3), ('sing along with me', 99), ('aterciopelados - no necesito', 87), ('cow', 54), ('immediatly grabbed my attention', 6), ('makes me a jolly little boy', 62), ('atlantic starr love crazy', 30)]","[('almost dissonant guitar', 75), ('soulrnb', 63), ('listen reaaaaally loud', 25), ('leccaciuffi', 22), ('amazingness', 15), ('to remember forever', 30), ('maar niet zo mooi als 2007', 92), ('drag queen', 39), ('philly local', 23), ('head-boppin', 24)]"
Room for Improvement,"[('winter', 45), ('must-listen', 32), ('pop art', 39), ('autumnsongs', 22), ('sing along with me', 18), ('aterciopelados - no necesito', 62), ('cow', 52), ('immediatly grabbed my attention', 46), ('makes me a jolly little boy', 89), ('atlantic starr love crazy', 61)]","[('almost dissonant guitar', 15), ('soulrnb', 98), ('listen reaaaaally loud', 22), ('leccaciuffi', 12), ('amazingness', 29), ('to remember forever', 33), ('maar niet zo mooi als 2007', 57), ('drag queen', 24), ('philly local', 12), ('head-boppin', 6)]"
Comeback Season,"[('winter', 42), ('must-listen', 81), ('pop art', 36), ('autumnsongs', 69), ('sing along with me', 33), ('aterciopelados - no necesito', 91), ('cow', 35), ('immediatly grabbed my attention', 52), ('makes me a jolly little boy', 47), ('atlantic starr love crazy', 21)]","[('almost dissonant guitar', 37), ('soulrnb', 80), ('listen reaaaaally loud', 60), ('leccaciuffi', 12), ('amazingness', 42), ('to remember forever', 86), ('maar niet zo mooi als 2007', 57), ('drag queen', 36), ('philly local', 99), ('head-boppin', 31)]"
Unreleased Songs,"[('winter', 2), ('must-listen', 54), ('pop art', 63), ('autumnsongs', 50), ('sing along with me', 23), ('aterciopelados - no necesito', 44), ('cow', 19), ('immediatly grabbed my attention', 55), ('makes me a jolly little boy', 34), ('atlantic starr love crazy', 72)]","[('almost dissonant guitar', 45), ('soulrnb', 8), ('listen reaaaaally loud', 86), ('leccaciuffi', 96), ('amazingness', 91), ('to remember forever', 84), ('maar niet zo mooi als 2007', 87), ('drag queen', 80), ('philly local', 21), ('head-boppin', 71)]"
Heartbreak Drake,"[('winter', 93), ('must-listen', 66), ('pop art', 97), ('autumnsongs', 14), ('sing along with me', 28), ('aterciopelados - no necesito', 35), ('cow', 75), ('immediatly grabbed my attention', 98), ('makes me a jolly little boy', 95), ('atlantic starr love crazy', 53)]","[('almost dissonant guitar', 1), ('soulrnb', 60), ('listen reaaaaally loud', 5), ('leccaciuffi', 10), ('amazingness', 18), ('to remember forever', 1), ('maar niet zo mooi als 2007', 29), ('drag queen', 88), ('philly local', 44), ('head-boppin', 100)]"
Dua Lipa (Deluxe),"[('winter', 5), ('must-listen', 59), ('pop art', 30), ('autumnsongs', 86), ('sing along with me', 72), ('aterciopelados - no necesito', 27), ('cow', 69), ('immediatly grabbed my attention', 60), ('makes me a jolly little boy', 32), ('atlantic starr love crazy', 51)]","[('almost dissonant guitar', 4), ('soulrnb', 19), ('listen reaaaaally loud', 72), ('leccaciuffi', 22), ('amazingness', 37), ('to remember forever', 15), ('maar niet zo mooi als 2007', 54), ('drag queen', 46), ('philly local', 44), ('head-boppin', 47)]"
IDGAF (Remixes II),"[('winter', 38), ('must-listen', 40), ('pop art', 100), ('autumnsongs', 97), ('sing along with me', 90), ('aterciopelados - no necesito', 31), ('cow', 35), ('immediatly grabbed my attention', 1), ('makes me a jolly little boy', 99), ('atlantic starr love crazy', 87)]","[('almost dissonant guitar', 76), ('soulrnb', 63), ('listen reaaaaally loud', 54), ('leccaciuffi', 30), ('amazingness', 54), ('to remember forever', 10), ('maar niet zo mooi als 2007', 65), ('drag queen', 39), ('philly local', 93), ('head-boppin', 56)]"
Unreleased Songs,"[('winter', 81), ('must-listen', 58), ('pop art', 93), ('autumnsongs', 40), ('sing along with me', 99), ('aterciopelados - no necesito', 37), ('cow', 67), ('immediatly grabbed my attention', 46), ('makes me a jolly little boy', 64), ('atlantic starr love crazy', 28)]","[('almost dissonant guitar', 16), ('soulrnb', 14), ('listen reaaaaally loud', 78), ('leccaciuffi', 19), ('amazingness', 25), ('to remember forever', 9), ('maar niet zo mooi als 2007', 12), ('drag queen', 41), ('philly local', 64), ('head-boppin', 1)]"
Unreleased Songs,"[('winter', 50), ('must-listen', 28), ('pop art', 90), ('autumnsongs', 70), ('sing along with me', 35), ('aterciopelados - no necesito', 52), ('cow', 33), ('immediatly grabbed my attention', 70), ('makes me a jolly little boy', 33), ('atlantic starr love crazy', 49)]","[('almost dissonant guitar', 13), ('soulrnb', 24), ('listen reaaaaally loud', 58), ('leccaciuffi', 46), ('amazingness', 34), ('to remember forever', 4), ('maar niet zo mooi als 2007', 8), ('drag queen', 88), ('philly local', 39), ('head-boppin', 10)]"
Unreleased Songs,"[('winter', 53), ('must-listen', 92), ('pop art', 50), ('autumnsongs', 3), ('sing along with me', 53), ('aterciopelados - no necesito', 9), ('cow', 54), ('immediatly grabbed my attention', 7), ('makes me a jolly little boy', 67), ('atlantic starr love crazy', 55)]","[('almost dissonant guitar', 32), ('soulrnb', 100), ('listen reaaaaally loud', 47), ('leccaciuffi', 13), ('amazingness', 24), ('to remember forever', 11), ('maar niet zo mooi als 2007', 21), ('drag queen', 98), ('philly local', 61), ('head-boppin', 70)]"
See You There - EP,"[('winter', 2), ('must-listen', 83), ('pop art', 45), ('autumnsongs', 73), ('sing along with me', 93), ('aterciopelados - no necesito', 53), ('cow', 82), ('immediatly grabbed my attention', 41), ('makes me a jolly little boy', 56), ('atlantic starr love crazy', 30)]","[('almost dissonant guitar', 51), ('soulrnb', 57), ('listen reaaaaally loud', 40), ('leccaciuffi', 34), ('amazingness', 71), ('to remember forever', 78), ('maar niet zo mooi als 2007', 7), ('drag queen', 27), ('philly local', 55), ('head-boppin', 23)]"
÷ (Divide),"[('winter', 59), ('must-listen', 14), ('pop art', 63), ('autumnsongs', 15), ('sing along with me', 30), ('aterciopelados - no necesito', 6), ('cow', 26), ('immediatly grabbed my attention', 46), ('makes me a jolly little boy', 5), ('atlantic starr love crazy', 12)]","[('almost dissonant guitar', 79), ('soulrnb', 59), ('listen reaaaaally loud', 99), ('leccaciuffi', 68), ('amazingness', 8), ('to remember forever', 49), ('maar niet zo mooi als 2007', 12), ('drag queen', 53), ('philly local', 33), ('head-boppin', 3)]"
× (Multiply),"[('winter', 95), ('must-listen', 9), ('pop art', 78), ('autumnsongs', 95), ('sing along with me', 80), ('aterciopelados - no necesito', 4), ('cow', 73), ('immediatly grabbed my attention', 55), ('makes me a jolly little boy', 79), ('atlantic starr love crazy', 94)]","[('almost dissonant guitar', 86), ('soulrnb', 4), ('listen reaaaaally loud', 86), ('leccaciuffi', 55), ('amazingness', 47), ('to remember forever', 28), ('maar niet zo mooi als 2007', 11), ('drag queen', 40), ('philly local', 81), ('head-boppin', 10)]"
Songs I Wrote With Amy - EP,"[('winter', 19), ('must-listen', 13), ('pop art', 78), ('autumnsongs', 99), ('sing along with me', 65), ('aterciopelados - no necesito', 75), ('cow', 89), ('immediatly grabbed my attention', 98), ('makes me a jolly little boy', 81), ('atlantic starr love crazy', 8)]","[('almost dissonant guitar', 100), ('soulrnb', 81), ('listen reaaaaally loud', 54), ('leccaciuffi', 7), ('amazingness', 78), ('to remember forever', 49), ('maar niet zo mooi als 2007', 54), ('drag queen', 59), ('philly local', 19), ('head-boppin', 87)]"
Live at the Bedford,"[('winter', 16), ('must-listen', 81), ('pop art', 62), ('autumnsongs', 79), ('sing along with me', 22), ('aterciopelados - no necesito', 90), ('cow', 86), ('immediatly grabbed my attention', 1), ('makes me a jolly little boy', 56), ('atlantic starr love crazy', 78)]","[('almost dissonant guitar', 71), ('soulrnb', 48), ('listen reaaaaally loud', 32), ('leccaciuffi', 93), ('amazingness', 2), ('to remember forever', 92), ('maar niet zo mooi als 2007', 86), ('drag queen', 7), ('philly local', 22), ('head-boppin', 77)]"
Ed Sheeran - EP,"[('winter', 98), ('must-listen', 15), ('pop art', 26), ('autumnsongs', 78), ('sing along with me', 82), ('aterciopelados - no necesito', 28), ('cow', 31), ('immediatly grabbed my attention', 36), ('makes me a jolly little boy', 11), ('atlantic starr love crazy', 45)]","[('almost dissonant guitar', 8), ('soulrnb', 32), ('listen reaaaaally loud', 80), ('leccaciuffi', 96), ('amazingness', 60), ('to remember forever', 60), ('maar niet zo mooi als 2007', 60), ('drag queen', 27), ('philly local', 53), ('head-boppin', 68)]"
Want Some? - EP,"[('winter', 49), ('must-listen', 73), ('pop art', 81), ('autumnsongs', 44), ('sing along with me', 63), ('aterciopelados - no necesito', 90), ('cow', 23), ('immediatly grabbed my attention', 54), ('makes me a jolly little boy', 84), ('atlantic starr love crazy', 34)]","[('almost dissonant guitar', 71), ('soulrnb', 19), ('listen reaaaaally loud', 56), ('leccaciuffi', 83), ('amazingness', 83), ('to remember forever', 33), ('maar niet zo mooi als 2007', 4), ('drag queen', 36), ('philly local', 71), ('head-boppin', 34)]"
Drunk (Remixes),"[('winter', 80), ('must-listen', 49), ('pop art', 46), ('autumnsongs', 74), ('sing along with me', 78), ('aterciopelados - no necesito', 55), ('cow', 64), ('immediatly grabbed my attention', 67), ('makes me a jolly little boy', 86), ('atlantic starr love crazy', 94)]","[('almost dissonant guitar', 84), ('soulrnb', 87), ('listen reaaaaally loud', 51), ('leccaciuffi', 80), ('amazingness', 10), ('to remember forever', 69), ('maar niet zo mooi als 2007', 30), ('drag queen', 95), ('philly local', 86), ('head-boppin', 53)]"
Kamikaze,"[('winter', 10), ('must-listen', 14), ('pop art', 27), ('autumnsongs', 52), ('sing along with me', 5), ('aterciopelados - no necesito', 24), ('cow', 89), ('immediatly grabbed my attention', 16), ('makes me a jolly little boy', 68), ('atlantic starr love crazy', 61)]","[('almost dissonant guitar', 18), ('soulrnb', 38), ('listen reaaaaally loud', 55), ('leccaciuffi', 17), ('amazingness', 68), ('to remember forever', 85), ('maar niet zo mooi als 2007', 72), ('drag queen', 90), ('philly local', 94), ('head-boppin', 11)]"
Kamikaze,"[('winter', 97), ('must-listen', 55), ('pop art', 44), ('autumnsongs', 40), ('sing along with me', 68), ('aterciopelados - no necesito', 46), ('cow', 34), ('immediatly grabbed my attention', 20), ('makes me a jolly little boy', 68), ('atlantic starr love crazy', 80)]","[('almost dissonant guitar', 36), ('soulrnb', 65), ('listen reaaaaally loud', 43), ('leccaciuffi', 51), ('amazingness', 72), ('to remember forever', 35), ('maar niet zo mooi als 2007', 90), ('drag queen', 13), ('philly local', 97), ('head-boppin', 68)]"
Encore,"[('winter', 49), ('must-listen', 7), ('pop art', 58), ('autumnsongs', 75), ('sing along with me', 36), ('aterciopelados - no necesito', 7), ('cow', 56), ('immediatly grabbed my attention', 99), ('makes me a jolly little boy', 76), ('atlantic starr love crazy', 74)]","[('almost dissonant guitar', 52), ('soulrnb', 58), ('listen reaaaaally loud', 50), ('leccaciuffi', 85), ('amazingness', 23), ('to remember forever', 2), ('maar niet zo mooi als 2007', 83), ('drag queen', 95), ('philly local', 48), ('head-boppin', 88)]"
The Eminem Show,"[('winter', 27), ('must-listen', 48), ('pop art', 58), ('autumnsongs', 49), ('sing along with me', 82), ('aterciopelados - no necesito', 60), ('cow', 79), ('immediatly grabbed my attention', 62), ('makes me a jolly little boy', 29), ('atlantic starr love crazy', 22)]","[('almost dissonant guitar', 67), ('soulrnb', 3), ('listen reaaaaally loud', 13), ('leccaciuffi', 68), ('amazingness', 69), ('to remember forever', 6), ('maar niet zo mooi als 2007', 35), ('drag queen', 66), ('philly local', 49), ('head-boppin', 5)]"
The Eminem Show,"[('winter', 61), ('must-listen', 71), ('pop art', 11), ('autumnsongs', 100), ('sing along with me', 11), ('aterciopelados - no necesito', 41), ('cow', 41), ('immediatly grabbed my attention', 56), ('makes me a jolly little boy', 95), ('atlantic starr love crazy', 22)]","[('almost dissonant guitar', 33), ('soulrnb', 100), ('listen reaaaaally loud', 38), ('leccaciuffi', 69), ('amazingness', 75), ('to remember forever', 64), ('maar niet zo mooi als 2007', 30), ('drag queen', 2), ('philly local', 48), ('head-boppin', 92)]"
Revival,"[('winter', 76), ('must-listen', 62), ('pop art', 77), ('autumnsongs', 24), ('sing along with me', 74), ('aterciopelados - no necesito', 99), ('cow', 62), ('immediatly grabbed my attention', 45), ('makes me a jolly little boy', 63), ('atlantic starr love crazy', 64)]","[('almost dissonant guitar', 97), ('soulrnb', 82), ('listen reaaaaally loud', 37), ('leccaciuffi', 33), ('amazingness', 94), ('to remember forever', 73), ('maar niet zo mooi als 2007', 11), ('drag queen', 16), ('philly local', 68), ('head-boppin', 74)]"
Slim Shady EP,"[('winter', 69), ('must-listen', 22), ('pop art', 16), ('autumnsongs', 76), ('sing along with me', 6), ('aterciopelados - no necesito', 39), ('cow', 35), ('immediatly grabbed my attention', 18), ('makes me a jolly little boy', 82), ('atlantic starr love crazy', 100)]","[('almost dissonant guitar', 57), ('soulrnb', 69), ('listen reaaaaally loud', 51), ('leccaciuffi', 70), ('amazingness', 21), ('to remember forever', 38), ('maar niet zo mooi als 2007', 24), ('drag queen', 11), ('philly local', 20), ('head-boppin', 8)]"
The Eminem Show,"[('winter', 75), ('must-listen', 45), ('pop art', 32), ('autumnsongs', 5), ('sing along with me', 55), ('aterciopelados - no necesito', 19), ('cow', 34), ('immediatly grabbed my attention', 22), ('makes me a jolly little boy', 56), ('atlantic starr love crazy', 16)]","[('almost dissonant guitar', 3), ('soulrnb', 42), ('listen reaaaaally loud', 1), ('leccaciuffi', 40), ('amazingness', 72), ('to remember forever', 72), ('maar niet zo mooi als 2007', 18), ('drag queen', 84), ('philly local', 25), ('head-boppin', 7)]"
The Marshall Mathers LP,"[('winter', 28), ('must-listen', 89), ('pop art', 27), ('autumnsongs', 76), ('sing along with me', 12), ('aterciopelados - no necesito', 37), ('cow', 31), ('immediatly grabbed my attention', 17), ('makes me a jolly little boy', 75), ('atlantic starr love crazy', 51)]","[('almost dissonant guitar', 24), ('soulrnb', 76), ('listen reaaaaally loud', 13), ('leccaciuffi', 63), ('amazingness', 90), ('to remember forever', 62), ('maar niet zo mooi als 2007', 92), ('drag queen', 22), ('philly local', 97), ('head-boppin', 42)]"
Straight from the Lab,"[('winter', 27), ('must-listen', 4), ('pop art', 93), ('autumnsongs', 29), ('sing along with me', 34), ('aterciopelados - no necesito', 14), ('cow', 57), ('immediatly grabbed my attention', 55), ('makes me a jolly little boy', 15), ('atlantic starr love crazy', 19)]","[('almost dissonant guitar', 68), ('soulrnb', 83), ('listen reaaaaally loud', 56), ('leccaciuffi', 84), ('amazingness', 49), ('to remember forever', 10), ('maar niet zo mooi als 2007', 57), ('drag queen', 3), ('philly local', 67), ('head-boppin', 25)]"
Infinite,"[('winter', 23), ('must-listen', 37), ('pop art', 27), ('autumnsongs', 67), ('sing along with me', 24), ('aterciopelados - no necesito', 62), ('cow', 78), ('immediatly grabbed my attention', 11), ('makes me a jolly little boy', 81), ('atlantic starr love crazy', 77)]","[('almost dissonant guitar', 9), ('soulrnb', 2), ('listen reaaaaally loud', 86), ('leccaciuffi', 7), ('amazingness', 64), ('to remember forever', 87), ('maar niet zo mooi als 2007', 31), ('drag queen', 15), ('philly local', 5), ('head-boppin', 62)]"
Straight from the Lab,"[('winter', 79), ('must-listen', 58), ('pop art', 4), ('autumnsongs', 66), ('sing along with me', 1), ('aterciopelados - no necesito', 88), ('cow', 88), ('immediatly grabbed my attention', 8), ('makes me a jolly little boy', 35), ('atlantic starr love crazy', 11)]","[('almost dissonant guitar', 81), ('soulrnb', 99), ('listen reaaaaally loud', 82), ('leccaciuffi', 87), ('amazingness', 85), ('to remember forever', 19), ('maar niet zo mooi als 2007', 94), ('drag queen', 76), ('philly local', 40), ('head-boppin', 11)]"
